706200510000006300004150008010070240000000800008012600040521000500800400897364002,786243519159786324234159768915678243462935871378412695643521987521897436897364152
830070409501800760729000015000083607183007000607005000408359000000418050305700004,836571429541892763729634815254183697183967542697245138468359271972418356315726984
062405030307098050500300901074009003006001507103724896009007080000000072705206009,962415738317698254548372961874569123296831547153724896629147385481953672735286419
000840000790103042006705000401037890809001034360904120532416078687590400010378250,253849761798163542146725389421637895879251634365984127532416978687592413914378256
520008090010050000090362175005090026030400080160875000080637054050280637673500802,526718493317954268498362175845193726739426581162875349281637954954281637673549812
000657300700810500526490007200706004681534900470000685060308051350179068040260790,814657329739812546526493817295786134681534972473921685967348251352179468148265793
200308905980001360374000802000630008803900600040080003460000000000890750500400100,216378945985241367374569812751632498823954671649187523468715239132896754597423186
051009000302050000008061230000070308000006197090005402230607001005100000040500089,451239876362758914978461235614972358523846197897315462239687541785194623146523789
900048305503097080702531009000000410400010028090800500650100834000000090007009100,916248375543697281782531649278956413465713928391824567659172834124385796837469152
300008596600050823958003471560000900709501284840007060400000050090470010100890342,327148596614759823958623471561284937739561284842937165486312759293475618175896342
005030040900527681870946035530070120000005870780201500106083907007002008358710062,265138749943527681871946235539874126612395874784261593126483957497652318358719462
704268159100300870289751346500004030910573400307600091090000065000930704071420003,734268159165349872289751346528194637916573428347682591493817265852936714671425983
010002597004107820070350106020615030680903004753284009000020385205038060000006070,316842597594167823872359146429615738681973254753284619967421385245738961138596472
295100860874060009030000002907603408080740006643085270009230000300000005020008007,295174863874362519136859742917623458582741396643985271759236184368417925421598637
701000680360070000040108030914800503250017060000053002407081009135092846000305701,791234685368579214542168937914826573253917468876453192427681359135792846689345721
800000056600435701103607094080006007304508962910700048092070613400009070708000400,847192356629435781153687294285946137374518962916723548592874613431269875768351429
006754893004603201530001000490018006850076924060249518340002000187495360609137480,216754893974683251538921647492518736851376924763249518345862179187495362629137485
007042003806009400092000700200071600905306078001000000700010060104000097020807500,517642983836759421492183756283571649945326178671498235758914362164235897329867514
402036710030000000700020093840060105200080904050009000600000009008304002503002401,492536718135978246786421593849763125267185934351249867624817359918354672573692481
092800000100409805840700369000500690900612070056004183408090001000200930069100000,692835417137469825845721369714583692983612574256974183428396751571248936369157248
640000351000003002025761080500874100289130045014200800150080400076019008930000010,647928351891453672325761984563874129289136745714295863152387496476519238938642517
062001008830020075004390002150403206003582704007000003000030041000209057000167329,962751438831624975574398162158473296693582714247916583729835641316249857485167329
034705010589140003060900000015604030076000051900001060000030000703269084090407020,234785619589146273167923548815674932376892451942351867421538796753269184698417325
040080000000000000200510000700402000480136795651800240003000076008071500574068019,346789152815624937297513468739452681482136795651897243123945876968371524574268319
007903010050010038300600000200060703000007820040039650000000102000074000600001480,827943516456712938391685247215468793963157824748239651534896172182574369679321485
342900000706050020019072084060080097000009800090061450401020509008003042920040630,342918765786354921519672384163485297254739816897261453431826579678593142925147638
690853000741000830008410020209304500507900410403500080004020708920738001800140350,692853174741296835358417926219384567587962413463571289134625798925738641876149352
910000085008024106630058297705006800000040001041090060006570008080063540300401070,912637485578924136634158297795316824863742951241895763426579318187263549359481672
380700200000000000005204067500647100004000003820000000700006800200509004609802500,386791245472365918915284367593647182164928753827153496751436829238519674649872531
036578000708000400005030687371009060080320100602701000103207009827400010004003000,436578291798612453215934687371849562589326174642751938153267849827495316964183725
063500000000300002800610507000701204900020006002950308040187000020490015009260800,263579481751348962894612537586731294937824156412956378345187629628493715179265843
000004081805300024420806359049080500132045890058032007083169400060273000070408063,396524781815397624427816359749681532132745896658932147283169475564273918971458263
379005000600000470015620000721006500003040027094752001938001046040003809006804013,379485162682319475415627398721936584563148927894752631938571246147263859256894713
100200007020000036850003102400006500506308040000040200009080070008009300000700000,163294857927851436854673192472916583596328741381547269239185674718469325645732918
910032705037000900040910203090063050020501094000280100469008507180706000570304080,916832745237645918845917263791463852628571394354289176469128537183756429572394681
004103206208050073361207045147000002050872910020541607405008009736915008080034750,574183296298456173361297845147369582653872914829541637415728369736915428982634751
370901000008327009941006327520093780704600592189075643413762958207804106065030274,372941865658327419941586327526493781734618592189275643413762958297854136865139274
081706900900210000320098146000951008832460000509803604100300060200609407600000050,481736925965214783327598146746951238832467591519823674194375862253689417678142359
000000200080000760524706819800043020060005041340092007472500600090004070000007002,716489235983251764524736819857143926269875341341692587472518693695324178138967452
186000720400702690020685000370090560050046970000200843940000206503004007200063059,186439725435712698729685314374198562852346971691257843948571236563924187217863459
000690503750103892003050710001300007305714008070009000000408100100905000809060005,218697543756143892493852716981326457325714968674589231567438129132975684849261375
062904003815032904430008070376090058100000600900063001007000300003006000500007026,762954813815732964439618572376491258124875639958263741647129385283546197591387426
092501360000000009000006040800009020070030000301700984030090800020045000607008400,492571368516483279783926541845169723279834615361752984134297856928645137657318492
600230100007000000401095600010300000006842900040170080000000807289067030305080060,698234175527618394431795628812359746756842913943176582164923857289567431375481269
470006100000800000000071649060050018134080900000003070200068000009040000300020850,475296183916834527823571649762459318134782965598613274257368491689145732341927856
970100680180729045052600000020070090507002004048590007200004000730050900019007000,973145682186729345452683179621478593597362814348591267265914738734856921819237456
005670010000010000016504800407980260102006000008200100874000005500008609600307480,285673914943812756716594832457981263192736548368245197874169325531428679629357481
030402056700001400409607082070008500280000000090005020060503004000180007000046905,138492756726851493459637182671328549285964371394715628962573814543189267817246935
087629100102000000006015702008036215631200807009087063000060071813070600760090508,387629154152743986946815732478936215631254897529187463295468371813572649764391528
329187000700054302584632001630000820002706010405800069270009056053000207946005038,329187645761954382584632971637591824892746513415823769278319456153468297946275138
000000413000090200000410000047800001000045000500729840401370002060950008070201504,796582413134697285825413769247836951689145327513729846451378692362954178978261534
900083000006405000080100004000340087769000030000056200007231048010070020023008109,941683752276495813385127964152349687769812435834756291697231548518974326423568179
672958034000020756040637809037594018985063000060072590023005061010086045006300280,672958134398421756541637829237594618985163472164872593823745961719286345456319287
069300007780000600130500800000000000423960000071003000600050120208604570000017000,569348217784192635132576894956781342423965781871423956647859123218634579395217468
609041230000003001123000008200530710097406020810902643540309170980060350700104902,659841237478623591123795468264538719397416825815972643542389176981267354736154982
000300100473129086691805324006002900209760051000598063804000002705001049010604005,528346197473129586691875324356412978289763451147598263834957612765231849912684735
003600420120703800800000000070000000240000170001872060006507009030410007500000348,753689421124753896869124735675341982248965173391872564486537219932418657517296348
040032009009005021070019304065070900400061008003250060852196470090500806710008090,541732689639485721278619354165873942427961538983254167852196473394527816716348295
605290000108340500947856100009008000063000080080705062002000000510600700006070008,635291847128347596947856123259468371763129485481735962872913654514682739396574218
500090003023040010490305760160802970032100806005900031050003090081079600009620000,517296483623748519498315762164832975932157846875964231256483197381579624749621358
592004803608005070300060940000000016204806039060030080980503000126000300003027098,592174863648395271371268945839742516214856739765931482987513624126489357453627198
230015469954236780186049253520078106419300875678951300345190608762503014891624537,237815469954236781186749253523478196419362875678951342345197628762583914891624537
090008630301450800000030251003504000009000140050007096405021967100075423920040500,592718634361452879748639251613594782879263145254187396435821967186975423927346518
080094010073210000140780030007030168419560300038127004894053021361872095720941083,586394217973215846142786539257439168419568372638127954894653721361872495725941683
376900200091632450425800006053708000010006089007004130040007023062580000700009501,376945218891632457425871396953718642214356789687294135549167823162583974738429561
300089052096450013285000070059007301031096207007030400100805039503904120070320546,314789652796452813285613974859247361431596287627138495142865739563974128978321546
093005214006020083020701009678149300005070096900050178060000840457200031200463007,793685214516924783824731569678149325135872496942356178369517842457298631281463957
000090600062007058007000100010900230500431780300260004000703960690520000705019403,158392647962147358437856192814975236526431789379268514241783965693524871785619423
700851090003200600910030004030900700100006089070043560400000000057008020290705008,746851293583294617912637854635982741124576389879143562468329175357418926291765438
060300000000060500009045206004001980098000070371080650040030009002100800006008340,465312798283967514719845236624751983598623471371489652847536129932174865156298347
020671800000390070036000090002030000000004560590800000600005304200740000000903627,924671835158392476736458192462539781387124569591867243679285314213746958845913627
290074000015038049784596002351720000060400007400600003842957001030042900579060280,293174856615238749784596312351729468968413527427685193842957631136842975579361284
090615040060284000148700600052060480010542360006978052324800506901056038605021094,297615843563284971148739625752163489819542367436978152324897516971456238685321794
100309004000000198000860032750008006030090200680702000804956000000407800000003470,128379654367524198945861732752138946431695287689742513874956321293417865516283479
214865000039100000000003800900741630003600721070052498340010086002006059100000040,214865973839174562567293814928741635453689721671352498345917286782436159196528347
630072105807450609415936027000709500970620384054318076500287461142003708080094003,639872145827451639415936827368749512971625384254318976593287461142563798786194253
378601209010830007560070038104902375637000000920300010790520401000008703000000900,378651249412839567569274138184962375637415892925387614793526481246198753851743926
004000063900037804023060000057040982100205000008009001009010030670900000530020096,714892563965137824823564179357641982196285347248379651489716235672953418531428796
020080100008300020510076039431008070000010903790603000850100692640000000000005048,327489165968351724514276839431598276286714953795623481853147692649832517172965348
040070018008954762060031400024180930790523001000009000050710600471360059680400170,945276318138954762267831495524187936796523841813649527359712684471368259682495173
007405062600300584080000017459000021206974835000002400721000003043061270965020140,137485962692317584584296317459638721216974835378152496721849653843561279965723148
079000800100048005020500910093100726004000500702806041040075002000409030000612009,579231864136948275428567913893154726614723598752896341941375682265489137387612459
000050008600810030704200015847026000125430096936105084500002043070389562060040000,319657428652814937784293615847926351125438796936175284598762143471389562263541879
500009700629100845430258009900007304000000106302406007070000253106530400200084900,581649732629173845437258619965817324748325196312496587874961253196532478253784961
208096314900234000003508000320000001000000600705620830000362005030000000602109040,258796314917234568463518297326985471891473652745621839174362985539847126682159743
002809050100000908805060107561920000004100309080000500010050736650704201000600400,742819653136547928895362147561923874274185369983476512419258736658734291327691485
060700030070423000200051070820000150040016087000030049491300026083000000000060304,165789432978423561234651978826947153349516287517832649491375826683294715752168394
102560980900007340730290016605318409080020005000756000000875094004602178867941000,142563987956187342738294516675318429381429765429756831213875694594632178867941253
009716040067085901000300600600920310002000080381007200020009100703801520000070460,539716842267485931418392657674928315952134786381657294826549173743861529195273468
801702640406000200200000830060030010100070006509160000670810092300620050020057100,831792645456381279297546831762938514143275986589164327675813492314629758928457163
400007300783405000010860070204000067060000800000520940090000630001640050045700092,456217389783495216912863475234981567569374821178526943897152634321649758645738192
710000032620080500040000080450000003000005607007400801005640000200800904890321065,718596432623184579549273186451768293382915647967432851175649328236857914894321765
529310406000650009000920080004890251253146800980572004302000010106000735800730642,529318476438657129617924583764893251253146897981572364372465918146289735895731642
140937506096150743700060019683000254051000000072305690510890000860001937329476105,148937526296158743735264819683719254951642378472385691517893462864521937329476185
842006790150870026706542008200680030075034102309000070030705200920403057567108043,842316795153879426796542318214687539675934182389251674438795261921463857567128943
000000046609004000002508091008175900000832500001040070126000480034200657700400102,513927846689314725472568391248175963967832514351649278126753489834291657795486132
580370400000009587094608123300495800456827901928100704240786315630014000871530649,582371496163249587794658123317495862456827931928163754249786315635914278871532649
000360004008054203003800700006090020100400600800627300000936070300500900500000406,725369814918754263643812759476193528132485697859627341284936175367541982591278436
000700605000105040015040287000210300890500000002074050020090100043020090970601002,439782615287165943615349287754218369891536724362974851526493178143827596978651432
164503072070080060080000010000000941009032786006000253040008097097310400025904008,164593872572481369983627514238765941459132786716849253341258697897316425625974138
050320019391805000482097065806709200273040906905086704739010540128403690000900100,657324819391865472482197365846739251273541986915286734739612548128453697564978123
000006070867359002149200650084501020010803040300060000751098000408100560620005001,235416978867359412149287653984571326516823749372964185751698234498132567623745891
980605401050401807007200036800002915002148760001597200430000079708903602000010358,983675421256431897147289536874362915592148763361597284435826179718953642629714358
405006008600700450003084200080467001301952060702000000200879600000623045006105700,475296138628731459193584276589467321341952867762318594254879613817623945936145782
009081546800005000063074080000027469025000170090000250108703605752610094906000000,279381546814965732563274981381527469625849173497136258148793625752618394936452817
019700403053080200264913005000000000027500009038400050402050030005276010081340027,819725463753684291264913785546192378127538649938467152472851936395276814681349527
003000500804070006701360489070031060000690243430002017000948052902050030568213794,693824571854179326721365489279431865185697243436582917317948652942756138568213794
900602800003000000670840000060070005000005600031900702000003070058420060304700500,945632817183597246672841953469278135827315694531964782296153478758429361314786529
800065190059010000400007380000000029004300007000700543008270000026000071713000000,837465192259813764461927385375184629694352817182796543548271936926538471713649258
687490320040032050253000070108003240032600189704000500000500008870009410409020035,687495321941732856253186974168953247532674189794218563326541798875369412419827635
908015070013600080075800601790000000800001720002036008027584016041300000500000234,968415372413672589275893641794258163836941725152736498327584916641329857589167234
052601087600040020900302056086900032100726048000038619793200061020869004800070005,352691487618547923947382156486915732139726548275438619793254861521869374864173295
030000800240006137000000040713602009080300000400000700802400300004160298590023406,137294865249586137658731942713642589985317624426958713862479351374165298591823476
003020180010008029050930070120850006700610002300070910000105400009360050500007203,943726185617548329852931674124859736798613542365274918236185497479362851581497263
832901400000600100051080300003290040006070001704018009068005004390007000207860000,832951467479632185651784392513296748986473251724518639168325974395147826247869513
600004750700950040040017968090708002000100070000002004260871095570020186910003407,629384751781956243345217968496738512832145679157692834264871395573429186918563427
083270040000000000000634018000400000405790260700365089500103790900806020360000000,183279645649581372257634918896412537435798261712365489528143796974856123361927854
576893000489002000102070005003004019050630027020159608005900372200045896390260154,576893241489512763132476985863724519951638427724159638645981372217345896398267154
027049080040001090010002403708020640000097301001060020050208000080903510070450930,327649185845731296619582473738125649264897351591364827953218764486973512172456938
254000379700003005683057100000005001428000090090064008001000967002176854006000003,254618379719423685683957142367895421428731596195264738541382967932176854876549213
003504790000002000050690008024807569370026080600040203940070600010460000000059801,863514792491782356257693418124837569375926184689145273948371625512468937736259841
700049610641250000008016520500092007807400002209800450020980376000570001170000000,752349618641258739398716524534192867867435192219867453425981376986573241173624985
200070680003090010719286304600825473027009061438001905106057030005640007072008500,254173689863594712719286354691825473527439861438761925146957238385642197972318546
294003781800741002007002043305167000089405306006800000908010600041276830600008070,294653781853741962167982543325167498789425316416839257978314625541276839632598174
100970030000010987079030040010200378302007400005040006830760504040300009500000060,128974635453612987679538142914256378362897451785143296831769524246385719597421863
670208000820130064009000002000971000900000080206085907400003005501042000000500408,674258391825139764139467852358971246917624583246385917462893175581742639793516428
381905006607318500295704308708090600159800230402103095816439702020057180574280063,381925476647318529295764318738592641159846237462173895816439752923657184574281963
000009006300020000009003200700641005610090740000035619080000062031080004560902008,172459386356827491849163257793641825615298743428735619987314562231586974564972138
910570030007020098030091547000002076003006009000000250005000000020000060060038720,918574632547623198632891547891452376253716489476389251385267914729145863164938725
010240390354007600000060001030000570102054809860029004500900083290030710083512040,618245397354197628927863451439681572172354869865729134541976283296438715783512946
